ID Calon Mahasiswa,NISN,NIK,Nama Calon Mahasiswa,Email,No Telepon,Agama,Alamat,Jenis Kelamin,Tempat Tanggal Lahir,Tahun Lulus,Asal Sekolah
CM000254,1476446567,1271650994884297,Widya Wijaya,widya.wijaya4328@gmail.com,089618534932,Islam,"Jl. Ahmad Yani No.78, RT 11/RW 04, Sibolga, Sumatera Utara",Perempuan,"Sibolga, 10/11/2004",2023,SMA Swasta Diponegoro Sibolga
CM000255,7199694821,1471915047963886,Dedy Suharto,dedy.suharto1866@gmail.com,081755192721,Islam,"Jl. Diponegoro No.149, RT 15/RW 07, Pekanbaru, Riau",Laki-laki,"Pekanbaru, 14/11/2007",2025,SMKN Al-Azhar Pekanbaru
CM000256,4361093948,3571172967903368,Vivi Rahayu,vivi.rahayu4973@gmail.com,081886835186,Islam,"Jl. Pahlawan No.81, RT 11/RW 05, Kediri, Jawa Timur",Perempuan,"Kediri, 22/05/2006",2025,SMK Swasta Insan Kamil Kediri
CM000257,1436760172,7173367931660882,Umar Handayani,umar.handayani7655@gmail.com,088207403087,Islam,"Jl. Pahlawan No.19, RT 03/RW 04, Tomohon, Sulawesi Utara",Laki-laki,"Tomohon, 10/02/2005",2024,SMAN Hasanuddin Tomohon
CM000258,4778666539,1371507608914079,Dani Soetomo,dani.soetomo6992@gmail.com,089842143194,Islam,"Jl. MT. Haryono No.182, RT 03/RW 03, Padang, Sumatera Barat",Laki-laki,"Padang, 20/02/2006",2025,MA Swasta 14 Padang
CM000259,6014217010,3172846638276188,Okta Purnomo,okta.purnomo3241@gmail.com,089727109095,Islam,"Jl. Teuku Umar No.12, RT 02/RW 02, Jakarta Utara, DKI Jakarta",Perempuan,"Jakarta Utara, 08/09/2008",2025,SMA Negeri Islam Terpadu Jakarta Utara
CM000260,4774856933,1401798183748898,Irwan Maulana,irwan.maulana752@gmail.com,089982800434,Buddha,"Jl. Pahlawan No.168, RT 10/RW 09, Kampar, Riau",Laki-laki,"Kampar, 10/01/2006",2024,MAN 3 Kampar
CM000261,7627245840,8171717915693109,Sandi Ibrahim,sandi.ibrahim4951@gmail.com,085738776969,Islam,"Jl. Sisingamangaraja No.184, RT 13/RW 01, Ambon, Maluku",Laki-laki,"Ambon, 09/09/2008",2025,SMK Swasta 12 Ambon
CM000262,0967668431,3471906654536302,Jihan Manurung,jihan.manurung6433@gmail.com,082148755404,Islam,"Jl. Hayam Wuruk No.184, RT 03/RW 02, Yogyakarta, DI Yogyakarta",Perempuan,"Yogyakarta, 26/09/2006",2024,SMKN 15 Yogyakarta
CM000263,0934238174,1172484825171607,Nabila Maulana,nabila.maulana895@gmail.com,088117024257,Islam,"Jl. Sultan Agung No.41, RT 17/RW 02, Lhokseumawe, Aceh",Perempuan,"Lhokseumawe, 04/01/2006",2025,SMAN 25 Lhokseumawe
CM000264,7964761919,1401981042618560,Fika Ibrahim,fika.ibrahim3775@gmail.com,088293965930,Islam,"Jl. Cut Nyak Dien No.91, RT 05/RW 06, Kampar, Riau",Perempuan,"Kampar, 18/11/2004",2023,MA Negeri Nusantara Kampar
CM000265,9589701965,6471179499878190,Anggun Nugroho,anggun.nugroho4675@gmail.com,083113600269,Islam,"Jl. Sisingamangaraja No.171, RT 11/RW 06, Samarinda, Kalimantan Timur",Perempuan,"Samarinda, 22/06/2004",2023,SMK Swasta Ahmad Dahlan Samarinda
CM000266,2082449847,1872057194842395,Putra Susanto,putra.susanto958@gmail.com,081397051860,Islam,"Jl. Merdeka No.63, RT 18/RW 01, Metro, Lampung",Laki-laki,"Metro, 25/11/2005",2024,SMA Swasta Al-Azhar Metro
CM000267,5004436336,1273950228482008,Dwi Sinaga,dwi.sinaga8293@gmail.com,088252490649,Islam,"Jl. Hayam Wuruk No.107, RT 11/RW 09, Binjai, Sumatera Utara",Laki-laki,"Binjai, 21/04/2007",2025,SMKN 20 Binjai
CM000268,3733328909,7171089068743133,Arya Hutapea,arya.hutapea6170@gmail.com,089747630662,Islam,"Jl. Sudirman No.6, RT 18/RW 08, Manado, Sulawesi Utara",Laki-laki,"Manado, 26/06/2005",2024,SMAN 25 Manado
CM000269,7034023232,1274785593844590,Nurul Ramadhan,nurul.ramadhan9855@gmail.com,089569195366,Islam,"Jl. Veteran No.191, RT 15/RW 07, Tebing Tinggi, Sumatera Utara",Perempuan,"Tebing Tinggi, 02/11/2005",2024,MAN 18 Tebing Tinggi
CM000270,3993725111,3509138396136010,Lukman Sulistyowati,lukman.sulistyowati3034@gmail.com,085650196695,Kristen,"Jl. Pemuda No.21, RT 15/RW 01, Jember, Jawa Timur",Laki-laki,"Jember, 14/03/2004",2023,SMK Swasta Diponegoro Jember
CM000271,7193479311,1871417215941350,Bayu Hasan,bayu.hasan6645@gmail.com,082321764580,Islam,"Jl. Sudirman No.188, RT 11/RW 10, Bandar Lampung, Lampung",Laki-laki,"Bandar Lampung, 12/09/2005",2023,MAN Muhammadiyah Bandar Lampung
CM000272,1097931798,3277680817377762,Bhanu Kurniawan,bhanu.kurniawan6732@gmail.com,085381469149,Islam,"Jl. Diponegoro No.147, RT 16/RW 09, Cimahi, Jawa Barat",Laki-laki,"Cimahi, 24/09/2006",2023,SMAN Harapan Bangsa Cimahi
CM000273,4300193189,3573083543125182,Erwin Iskandar,erwin.iskandar4209@gmail.com,082241021756,Islam,"Jl. Imam Bonjol No.79, RT 19/RW 08, Malang, Jawa Timur",Laki-laki,"Malang, 05/11/2007",2024,MA Negeri 8 Malang
CM000274,9233491163,1871414422209753,Sari Hermawan,sari.hermawan4182@gmail.com,085692492919,Islam,"Jl. Pemuda No.100, RT 20/RW 01, Bandar Lampung, Lampung",Perempuan,"Bandar Lampung, 26/12/2006",2024,SMK Swasta Cendekia Bandar Lampung
CM000275,3546157961,8172001248522739,Gracia Suryadi,gracia.suryadi5338@gmail.com,081828482047,Islam,"Jl. Hayam Wuruk No.136, RT 08/RW 07, Tual, Maluku",Perempuan,"Tual, 06/07/2005",2023,MA Negeri 5 Tual
CM000276,8557430227,1375945303797094,Mirza Salim,mirza.salim3460@gmail.com,088292436434,Islam,"Jl. Pemuda No.61, RT 13/RW 03, Pariaman, Sumatera Barat",Laki-laki,"Pariaman, 23/03/2006",2023,SMAN 10 Pariaman
CM000277,5689770146,1402196242964118,Endah Wardana,endah.wardana7356@gmail.com,089589176441,Islam,"Jl. Pahlawan No.182, RT 18/RW 10, Bengkalis, Riau",Perempuan,"Bengkalis, 08/02/2007",2025,MAN Gajah Mada Bengkalis
CM000278,2754738291,3402319374608985,Berlian Oktaviani,berlian.oktaviani1276@gmail.com,081236855984,Islam,"Jl. Ahmad Yani No.194, RT 17/RW 05, Bantul, DI Yogyakarta",Perempuan,"Bantul, 27/07/2007",2025,MAN 21 Bantul
CM000279,7626438077,9471370924605296,Mirza Adiputra,mirza.adiputra1781@gmail.com,089511046752,Islam,"Jl. Hayam Wuruk No.111, RT 09/RW 03, Jayapura, Papua",Laki-laki,"Jayapura, 13/05/2007",2024,SMA Swasta Plus Jayapura
CM000280,0985800236,8171436786249316,Julia Ramadhani,julia.ramadhani6296@gmail.com,089861697344,Islam,"Jl. MT. Haryono No.102, RT 16/RW 06, Ambon, Maluku",Perempuan,"Ambon, 18/12/2005",2023,SMK Negeri 23 Ambon
CM000281,7443592317,6472273933024701,Kevin Budiman,kevin.budiman8573@gmail.com,085872954022,Islam,"Jl. Raya Utama No.29, RT 04/RW 03, Balikpapan, Kalimantan Timur",Laki-laki,"Balikpapan, 01/01/2008",2025,MA Negeri 6 Balikpapan
CM000282,3550483665,3672262143930230,Hana Oktaviani,hana.oktaviani6377@gmail.com,083143488370,Islam,"Jl. Hayam Wuruk No.15, RT 05/RW 01, Cilegon, Banten",Perempuan,"Cilegon, 02/06/2004",2020,MAN 5 Cilegon
CM000283,6177893061,8101028260913839,Bayu Situmorang,bayu.situmorang3386@gmail.com,085804206547,Islam,"Jl. Ahmad Yani No.107, RT 18/RW 02, Maluku Tengah, Maluku",Laki-laki,"Maluku Tengah, 15/11/2007",2024,SMK Swasta 5 Maluku Tengah
CM000284,6152474871,7371367779032843,Mirza Pamungkas,mirza.pamungkas9895@gmail.com,085587190426,Islam,"Jl. Teuku Umar No.164, RT 10/RW 06, Makassar, Sulawesi Selatan",Laki-laki,"Makassar, 20/08/2006",2024,SMA Negeri Pembangunan Makassar
CM000285,1784898759,1273235288356415,Dewi Hermawan,dewi.hermawan3609@gmail.com,082346657202,Islam,"Jl. Ahmad Yani No.54, RT 04/RW 05, Binjai, Sumatera Utara",Perempuan,"Binjai, 09/05/2008",2025,SMKN Harapan Bangsa Binjai
CM000286,4675157504,1172893400354594,Viola Nasution,viola.nasution9786@gmail.com,085264331562,Islam,"Jl. Cut Nyak Dien No.112, RT 07/RW 03, Lhokseumawe, Aceh",Perempuan,"Lhokseumawe, 22/04/2005",2023,MA Negeri Kartini Lhokseumawe
CM000287,9851446793,6474943378283968,Vivi Soetomo,vivi.soetomo3512@gmail.com,085226338056,Islam,"Jl. Tentara Pelajar No.64, RT 14/RW 02, Bontang, Kalimantan Timur",Perempuan,"Bontang, 10/08/2006",2024,SMA Swasta Nusantara Bontang
CM000288,0095653824,3674026574075479,Sigit Puspitasari,sigit.puspitasari5618@gmail.com,085549632029,Islam,"Jl. Raya Utama No.136, RT 09/RW 02, Tangerang Selatan, Banten",Laki-laki,"Tangerang Selatan, 02/01/2007",2024,SMAN 22 Tangerang Selatan
CM000289,3944240788,7171238903071076,Nanda Kusuma,nanda.kusuma7074@gmail.com,081518691146,Islam,"Jl. Brigjen Katamso No.117, RT 01/RW 02, Manado, Sulawesi Utara",Laki-laki,"Manado, 18/01/2006",2025,SMA Negeri 11 Manado
CM000290,8461072875,5272236307320998,Denny Manurung,denny.manurung4605@gmail.com,081661548824,Islam,"Jl. Pahlawan No.38, RT 02/RW 08, Bima, Nusa Tenggara Barat",Laki-laki,"Bima, 24/06/2006",2023,MAN Harapan Bangsa Bima
CM000291,4633133980,1174655209363478,Melati Wahyuningsih,melati.wahyuningsih3970@gmail.com,083828302681,Islam,"Jl. Veteran No.122, RT 10/RW 05, Langsa, Aceh",Perempuan,"Langsa, 26/11/2006",2023,SMA Negeri 3 Langsa
CM000292,9850353521,3376386275936168,Aldi Budiman,aldi.budiman311@gmail.com,088277531118,Islam,"Jl. Brigjen Katamso No.37, RT 09/RW 07, Tegal, Jawa Tengah",Laki-laki,"Tegal, 14/07/2005",2024,SMK Negeri 10 Tegal
CM000293,4510613414,1375405133098629,Kukuh Kurniasih,kukuh.kurniasih6462@gmail.com,081169454914,Islam,"Jl. Hayam Wuruk No.8, RT 05/RW 02, Pariaman, Sumatera Barat",Laki-laki,"Pariaman, 02/07/2006",2023,MAN Plus Pariaman
CM000294,9058513759,5272744353744388,Julia Firmansyah,julia.firmansyah936@gmail.com,083104565781,Islam,"Jl. Teuku Umar No.48, RT 11/RW 07, Bima, Nusa Tenggara Barat",Perempuan,"Bima, 20/08/2005",2024,SMKN 11 Bima
CM000295,0058647414,1173231057462434,Wawan Rahayu,wawan.rahayu3729@gmail.com,081790038821,Hindu,"Jl. Raya Utama No.50, RT 02/RW 03, Sabang, Aceh",Laki-laki,"Sabang, 02/11/2005",2024,MAN Kartini Sabang
CM000296,2204998724,1373517144265851,Ahmad Firmansyah,ahmad.firmansyah2428@gmail.com,081791713596,Islam,"Jl. Gatot Subroto No.180, RT 17/RW 10, Solok, Sumatera Barat",Laki-laki,"Solok, 19/02/2005",2023,SMA Swasta 19 Solok
CM000297,2898483407,1275424259165889,Citra Permana,citra.permana6926@gmail.com,081931439145,Islam,"Jl. Soekarno Hatta No.72, RT 07/RW 10, Medan, Sumatera Utara",Perempuan,"Medan, 10/06/2005",2024,SMA Swasta 24 Medan
CM000298,0525980221,3171148686000852,Sinta Yulianto,sinta.yulianto8287@gmail.com,088276941871,Islam,"Jl. Soekarno Hatta No.139, RT 06/RW 05, Jakarta Pusat, DKI Jakarta",Perempuan,"Jakarta Pusat, 19/06/2006",2023,SMK Swasta 13 Jakarta Pusat
CM000299,7631841566,1872914500859473,Yoga Hermawan,yoga.hermawan7584@gmail.com,081919482740,Islam,"Jl. Soekarno Hatta No.1, RT 15/RW 10, Metro, Lampung",Laki-laki,"Metro, 12/03/2005",2023,SMKN Ahmad Dahlan Metro
CM000300,0793061219,5201334244839336,Annisa Ramadhan,annisa.ramadhan4660@gmail.com,085677913068,Islam,"Jl. Sisingamangaraja No.5, RT 01/RW 07, Lombok Barat, Nusa Tenggara Barat",Perempuan,"Lombok Barat, 13/12/2007",2025,SMA Negeri 24 Lombok Barat
CM000301,0745720802,5272417265407485,Muhammad Wahyudi,muhammad.wahyudi2415@gmail.com,085396196507,Islam,"Jl. Panglima Besar No.16, RT 08/RW 04, Bima, Nusa Tenggara Barat",Laki-laki,"Bima, 16/08/2008",2025,SMK Negeri 16 Bima
CM000302,3355804576,5103443647091709,Sinta Susanto,sinta.susanto4331@gmail.com,081240476318,Islam,"Jl. Soekarno Hatta No.36, RT 20/RW 03, Tabanan, Bali",Perempuan,"Tabanan, 05/03/2007",2024,SMAN Unggulan Tabanan
CM000303,6376619832,8101110788905998,Nita Soetomo,nita.soetomo7219@gmail.com,085263151190,Kristen,"Jl. MT. Haryono No.32, RT 17/RW 06, Maluku Tengah, Maluku",Perempuan,"Maluku Tengah, 28/01/2005",2024,MAN 2 Maluku Tengah
CM000304,6371207107,3373958632705397,Danang Fitriani,danang.fitriani7920@gmail.com,088163364680,Islam,"Jl. Ahmad Yani No.15, RT 07/RW 10, Salatiga, Jawa Tengah",Laki-laki,"Salatiga, 05/05/2005",2023,SMA Negeri Nusantara Salatiga
CM000305,2928579636,1272367023900170,Elsa Mulyadi,elsa.mulyadi2195@gmail.com,081360218564,Islam,"Jl. MT. Haryono No.30, RT 06/RW 05, Pematangsiantar, Sumatera Utara",Perempuan,"Pematangsiantar, 05/02/2004",2022,MAN 6 Pematangsiantar
CM000306,3622672310,5102391018256111,Willy Budiman,willy.budiman7460@gmail.com,089831004499,Islam,"Jl. Tentara Pelajar No.55, RT 04/RW 03, Badung, Bali",Laki-laki,"Badung, 21/12/2006",2024,SMAN 21 Badung
CM000307,2063747994,8172704931672155,Vivi Budiman,vivi.budiman5567@gmail.com,083145456578,Islam,"Jl. Hayam Wuruk No.180, RT 06/RW 06, Tual, Maluku",Perempuan,"Tual, 27/08/2004",2022,SMAN 2 Tual
CM000308,4858336476,9471860099333013,Andika Gunawan,andika.gunawan8288@gmail.com,081342886102,Islam,"Jl. Sisingamangaraja No.200, RT 01/RW 04, Jayapura, Papua",Laki-laki,"Jayapura, 23/04/2006",2025,SMAN 12 Jayapura
CM000309,8919360192,3471636971127271,Vina Azzahra,vina.azzahra9777@gmail.com,088235510311,Islam,"Jl. MT. Haryono No.38, RT 04/RW 01, Yogyakarta, DI Yogyakarta",Perempuan,"Yogyakarta, 28/05/2005",2024,SMKN 3 Yogyakarta
CM000310,0362094706,3173988863779674,Arif Sudirman,arif.sudirman442@gmail.com,081484949341,Islam,"Jl. Soekarno Hatta No.33, RT 02/RW 07, Jakarta Barat, DKI Jakarta",Laki-laki,"Jakarta Barat, 10/08/2006",2025,SMK Negeri 1 Jakarta Barat
CM000311,0021113556,6474882908460791,Maya Purnomo,maya.purnomo2348@gmail.com,082226458755,Islam,"Jl. Gatot Subroto No.95, RT 18/RW 08, Bontang, Kalimantan Timur",Perempuan,"Bontang, 01/04/2006",2024,MAN Pancasila Bontang
CM000312,8336855433,1471712775951015,Oki Sinaga,oki.sinaga854@gmail.com,081136806657,Islam,"Jl. Diponegoro No.166, RT 09/RW 03, Pekanbaru, Riau",Laki-laki,"Pekanbaru, 09/04/2006",2025,SMAN 18 Pekanbaru
CM000313,0793789270,3202578070814177,Faisal Rahayu,faisal.rahayu9901@gmail.com,081383664978,Islam,"Jl. Sudirman No.94, RT 14/RW 01, Sukabumi, Jawa Barat",Laki-laki,"Sukabumi, 10/06/2007",2025,SMA Negeri 3 Sukabumi
CM000314,1250561789,9407263892549134,Erwin Puspitasari,erwin.puspitasari5@gmail.com,087817636022,Islam,"Jl. Teuku Umar No.76, RT 06/RW 05, Mimika, Papua",Laki-laki,"Mimika, 08/01/2006",2024,MAN 6 Mimika
CM000315,6301786583,3571882530215054,Wahyu Wijaya,wahyu.wijaya7828@gmail.com,081111752116,Islam,"Jl. Hayam Wuruk No.195, RT 12/RW 01, Kediri, Jawa Timur",Laki-laki,"Kediri, 09/06/2006",2024,SMK Swasta Unggulan Kediri
CM000316,6938845105,9471213738896845,Lutfi Pratama,lutfi.pratama5870@gmail.com,081613108868,Islam,"Jl. Panglima Besar No.93, RT 07/RW 08, Jayapura, Papua",Laki-laki,"Jayapura, 06/10/2007",2024,SMK Negeri Al-Azhar Jayapura
CM000317,9049676169,3671155569138064,Hadi Siregar,hadi.siregar5370@gmail.com,085688600512,Islam,"Jl. Teuku Umar No.68, RT 07/RW 01, Tangerang, Banten",Laki-laki,"Tangerang, 05/08/2005",2023,SMKN 5 Tangerang
CM000318,9745367400,3274809090678075,Fajar Halim,fajar.halim7888@gmail.com,081315623927,Islam,"Jl. Gatot Subroto No.105, RT 06/RW 03, Cirebon, Jawa Barat",Laki-laki,"Cirebon, 13/01/2006",2023,SMAN 4 Cirebon
CM000319,2449155360,5102547454729034,Julia Sinaga,julia.sinaga4271@gmail.com,087834607656,Islam,"Jl. Panglima Besar No.81, RT 05/RW 10, Badung, Bali",Perempuan,"Badung, 11/02/2006",2024,SMA Negeri Diponegoro Badung
CM000320,2507476720,3172377364462452,Kartika Azzahra,kartika.azzahra948@gmail.com,081953801446,Islam,"Jl. Sudirman No.185, RT 03/RW 04, Jakarta Utara, DKI Jakarta",Perempuan,"Jakarta Utara, 20/12/2006",2025,SMK Negeri Pancasila Jakarta Utara
CM000321,1602943104,8101715645825677,Maya Pamungkas,maya.pamungkas3865@gmail.com,081286921504,Islam,"Jl. Diponegoro No.164, RT 05/RW 06, Maluku Tengah, Maluku",Perempuan,"Maluku Tengah, 06/10/2005",2024,MA Negeri 18 Maluku Tengah
CM000322,1688935088,3173726340784216,Bagas Puspitasari,bagas.puspitasari5710@gmail.com,085694634379,Islam,"Jl. Tentara Pelajar No.169, RT 08/RW 06, Jakarta Barat, DKI Jakarta",Laki-laki,"Jakarta Barat, 16/04/2006",2025,SMK Swasta 16 Jakarta Barat
CM000323,5045228034,5104671908043411,Anggun Kusuma,anggun.kusuma4778@gmail.com,089766334560,Islam,"Jl. Imam Bonjol No.64, RT 10/RW 09, Gianyar, Bali",Perempuan,"Gianyar, 04/10/2006",2025,SMK Negeri Ahmad Dahlan Gianyar
CM000324,6092128270,9471445782467689,Ulfa Permana,ulfa.permana182@gmail.com,085321182607,Islam,"Jl. Sultan Agung No.154, RT 18/RW 10, Jayapura, Papua",Perempuan,"Jayapura, 11/12/2008",2025,SMK Swasta 1 Jayapura
CM000325,1478675977,3401190407724115,Denny Wibowo,denny.wibowo8278@gmail.com,082246653354,Islam,"Jl. Sisingamangaraja No.24, RT 03/RW 07, Kulon Progo, DI Yogyakarta",Laki-laki,"Kulon Progo, 23/04/2006",2023,SMK Swasta 22 Kulon Progo
CM000326,4048722869,3402942578305397,Udin Prasetyo,udin.prasetyo46@gmail.com,083138970255,Islam,"Jl. Pemuda No.95, RT 10/RW 05, Bantul, DI Yogyakarta",Laki-laki,"Bantul, 21/08/2004",2022,MA Negeri 2 Bantul
CM000327,0321247091,3173701391154622,Laras Septiani,laras.septiani3049@gmail.com,081888816409,Islam,"Jl. Veteran No.71, RT 11/RW 07, Jakarta Barat, DKI Jakarta",Perempuan,"Jakarta Barat, 02/08/2007",2025,MA Negeri 17 Jakarta Barat
CM000328,7867686935,6471283395304657,Kirana Budiman,kirana.budiman7641@gmail.com,085318848439,Islam,"Jl. Diponegoro No.55, RT 16/RW 05, Samarinda, Kalimantan Timur",Perempuan,"Samarinda, 08/03/2007",2025,SMK Negeri Sudirman Samarinda
CM000329,5921039215,1872926178559303,Ferry Anggraini,ferry.anggraini9099@gmail.com,089689666345,Islam,"Jl. Hayam Wuruk No.53, RT 06/RW 10, Metro, Lampung",Laki-laki,"Metro, 24/09/2004",2022,MA Negeri 17 Metro
CM000330,6657819740,1173982670187457,Cahyo Suharto,cahyo.suharto3520@gmail.com,081550298886,Islam,"Jl. Teuku Umar No.48, RT 17/RW 05, Sabang, Aceh",Laki-laki,"Sabang, 15/12/2006",2025,SMA Negeri Islam Terpadu Sabang
CM000331,2298823199,5272973891157663,Olivia Suryadi,olivia.suryadi1303@gmail.com,085334247607,Islam,"Jl. Tentara Pelajar No.5, RT 17/RW 06, Bima, Nusa Tenggara Barat",Perempuan,"Bima, 06/06/2006",2024,MAN Harapan Bangsa Bima
CM000332,5375232127,7174779356711981,Zainal Kusuma,zainal.kusuma5296@gmail.com,087770026982,Katolik,"Jl. Gatot Subroto No.85, RT 01/RW 04, Kotamobagu, Sulawesi Utara",Laki-laki,"Kotamobagu, 05/09/2007",2024,SMKN Unggulan Kotamobagu
CM000333,8781274093,3673075570735507,Putri Puspitasari,putri.puspitasari6435@gmail.com,089941048671,Islam,"Jl. Hayam Wuruk No.64, RT 12/RW 05, Serang, Banten",Perempuan,"Serang, 21/02/2007",2025,MAN 24 Serang
CM000334,1355038800,7173976376008067,Zahra Hakim,zahra.hakim5665@gmail.com,082257945339,Islam,"Jl. Sudirman No.131, RT 06/RW 07, Tomohon, Sulawesi Utara",Perempuan,"Tomohon, 27/04/2006",2024,MA Swasta Pancasila Tomohon
CM000335,8395565744,7306177641952852,Tiara Oktaviani,tiara.oktaviani3835@gmail.com,082126410505,Islam,"Jl. Panglima Besar No.27, RT 01/RW 01, Gowa, Sulawesi Selatan",Perempuan,"Gowa, 27/05/2007",2025,SMAN Al-Azhar Gowa
CM000336,0735238641,1401464616941601,Bunga Yulianto,bunga.yulianto2312@gmail.com,081203815854,Islam,"Jl. Tentara Pelajar No.41, RT 03/RW 06, Kampar, Riau",Perempuan,"Kampar, 18/09/2005",2024,SMA Swasta 19 Kampar
CM000337,0553034972,3278001018487746,Cahaya Siregar,cahaya.siregar4445@gmail.com,089524934922,Islam,"Jl. Teuku Umar No.105, RT 12/RW 08, Tasikmalaya, Jawa Barat",Perempuan,"Tasikmalaya, 13/05/2007",2025,SMK Swasta Pembangunan Tasikmalaya
CM000338,0124395966,9271769278033652,Widya Azzahra,widya.azzahra9224@gmail.com,089997919848,Islam,"Jl. Pahlawan No.18, RT 19/RW 02, Sorong, Papua",Perempuan,"Sorong, 16/08/2004",2023,SMK Swasta 9 Sorong
CM000339,9737252492,8101728055856307,Nurul Septiani,nurul.septiani2109@gmail.com,081353560074,Islam,"Jl. Pemuda No.173, RT 17/RW 09, Maluku Tengah, Maluku",Laki-laki,"Maluku Tengah, 19/09/2005",2024,MAN Sudirman Maluku Tengah
CM000340,6473504457,3673891512665617,Lukman Wahyudi,lukman.wahyudi1959@gmail.com,089888490476,Islam,"Jl. Brigjen Katamso No.84, RT 01/RW 05, Serang, Banten",Laki-laki,"Serang, 23/10/2006",2025,SMK Negeri 18 Serang
CM000341,4289876337,1871225814412685,Danang Suryadi,danang.suryadi6537@gmail.com,081162922355,Islam,"Jl. Pahlawan No.96, RT 16/RW 08, Bandar Lampung, Lampung",Laki-laki,"Bandar Lampung, 14/08/2005",2022,SMA Negeri 13 Bandar Lampung
CM000342,3810549916,6472646400761264,Surya Lubis,surya.lubis5428@gmail.com,081816209561,Islam,"Jl. Sultan Agung No.31, RT 18/RW 03, Balikpapan, Kalimantan Timur",Laki-laki,"Balikpapan, 14/04/2006",2024,SMA Negeri 18 Balikpapan
CM000343,9222958686,3171133969892963,Randy Santoso,randy.santoso8405@gmail.com,081550028907,Islam,"Jl. Tentara Pelajar No.90, RT 09/RW 05, Jakarta Pusat, DKI Jakarta",Laki-laki,"Jakarta Pusat, 14/05/2006",2025,SMK Swasta Cendekia Jakarta Pusat
CM000344,1976265819,3171417675802309,Amelia Azzahra,amelia.azzahra2746@gmail.com,083835931276,Katolik,"Jl. Sudirman No.125, RT 03/RW 05, Jakarta Pusat, DKI Jakarta",Perempuan,"Jakarta Pusat, 09/06/2003",2022,MAN 4 Jakarta Pusat
CM000345,3484284708,1275890987327286,Naufal Iskandar,naufal.iskandar8316@gmail.com,082263723219,Islam,"Jl. MT. Haryono No.80, RT 18/RW 08, Medan, Sumatera Utara",Laki-laki,"Medan, 07/11/2005",2022,MA Swasta Cendekia Medan
CM000346,1970048920,1401453045080446,Uswah Wijaya,uswah.wijaya8165@gmail.com,085827770996,Islam,"Jl. Pemuda No.14, RT 08/RW 03, Kampar, Riau",Perempuan,"Kampar, 21/06/2006",2023,SMK Swasta Insan Kamil Kampar
CM000347,5808720719,6402646752960781,Fajar Purnomo,fajar.purnomo6360@gmail.com,088271139891,Hindu,"Jl. RE. Martadinata No.18, RT 01/RW 09, Kutai Kartanegara, Kalimantan Timur",Laki-laki,"Kutai Kartanegara, 13/05/2006",2025,MA Negeri 17 Kutai Kartanegara
CM000348,3518040227,1174273900669992,Fika Maulana,fika.maulana7226@gmail.com,082169365421,Islam,"Jl. Pahlawan No.127, RT 02/RW 03, Langsa, Aceh",Perempuan,"Langsa, 12/09/2005",2024,MA Negeri 2 Langsa
CM000349,1510719719,7174109084847332,Ragil Rahayu,ragil.rahayu5727@gmail.com,083161373508,Islam,"Jl. Diponegoro No.59, RT 08/RW 01, Kotamobagu, Sulawesi Utara",Laki-laki,"Kotamobagu, 22/07/2007",2025,MA Swasta 23 Kotamobagu
CM000350,1681324049,3404082877043959,Yoga Prasetyo,yoga.prasetyo1416@gmail.com,081449007534,Islam,"Jl. Brigjen Katamso No.52, RT 16/RW 05, Sleman, DI Yogyakarta",Laki-laki,"Sleman, 28/12/2004",2022,MA Swasta 14 Sleman
CM000351,7944474582,3574061184681893,Teguh Setiawan,teguh.setiawan7885@gmail.com,083161854168,Islam,"Jl. Cut Nyak Dien No.27, RT 14/RW 05, Probolinggo, Jawa Timur",Laki-laki,"Probolinggo, 23/09/2006",2024,MA Swasta 2 Probolinggo
CM000352,3002068306,1172544004716096,Surya Budiman,surya.budiman6503@gmail.com,089840860555,Islam,"Jl. Raya Utama No.94, RT 20/RW 04, Lhokseumawe, Aceh",Laki-laki,"Lhokseumawe, 12/09/2004",2023,SMK Negeri 9 Lhokseumawe
CM000353,4445649972,1871464524122392,Sigit Hermawan,sigit.hermawan899@gmail.com,081820057127,Islam,"Jl. Imam Bonjol No.171, RT 14/RW 07, Bandar Lampung, Lampung",Laki-laki,"Bandar Lampung, 06/12/2006",2025,MA Negeri 14 Bandar Lampung
CM000354,8825594600,1402336664141198,Jihan Sinaga,jihan.sinaga284@gmail.com,089647624389,Islam,"Jl. Diponegoro No.190, RT 05/RW 06, Bengkalis, Riau",Perempuan,"Bengkalis, 18/04/2005",2024,MA Swasta Pembangunan Bengkalis
CM000355,2815762360,1271488257091186,Kukuh Gunawan,kukuh.gunawan9032@gmail.com,088113836156,Islam,"Jl. Tentara Pelajar No.199, RT 06/RW 05, Sibolga, Sumatera Utara",Laki-laki,"Sibolga, 19/03/2006",2025,SMAN Plus Sibolga
CM000356,2041206279,3174457621152240,Tiara Mulyadi,tiara.mulyadi7860@gmail.com,087794257791,Islam,"Jl. MT. Haryono No.147, RT 17/RW 01, Jakarta Selatan, DKI Jakarta",Perempuan,"Jakarta Selatan, 28/02/2006",2024,SMKN 17 Jakarta Selatan
CM000357,0288775095,3575814443872017,Wahyu Prasetyo,wahyu.prasetyo2706@gmail.com,085702293313,Islam,"Jl. Teuku Umar No.164, RT 02/RW 04, Madiun, Jawa Timur",Laki-laki,"Madiun, 23/05/2005",2023,SMKN 1 Madiun
