ID Calon Mahasiswa,NISN,NIK,Nama Calon Mahasiswa,Email,No Telepon,Agama,Alamat,Jenis Kelamin,Tempat Tanggal Lahir,Tahun Lulus,Asal Sekolah
CM000665,3138141513,6402904299953959,Eka Pratama,eka.pratama2197@gmail.com,81663794097,Islam,"Jl. MT. Haryono No.97, RT 04/RW 01, Kutai Kartanegara, Kalimantan Timur",Perempuan,"Kutai Kartanegara, 01/09/2005",2022,SMK Swasta Islam Terpadu Kutai Kartanegara
CM000669,2852352351,3572426075339137,Bima Suryadi,bima.suryadi83@gmail.com,81711333895,Islam,"Jl. RE. Martadinata No.16, RT 16/RW 01, Blitar, Jawa Timur",Laki-laki,"Blitar, 23/06/2004",2022,SMA Negeri Unggulan Blitar
CM000671,5059322539,3173063848268851,Kartika Sihombing,kartika.sihombing551@gmail.com,81681741925,Islam,"Jl. Gatot Subroto No.186, RT 16/RW 09, Jakarta Barat, DKI Jakarta",Perempuan,"Jakarta Barat, 27/05/2003",2022,SMA Swasta 15 Jakarta Barat
CM000682,1761009703,9271719665132964,Taufik Oktaviani,taufik.oktaviani6363@gmail.com,81827881510,Islam,"Jl. MT. Haryono No.176, RT 19/RW 10, Sorong, Papua",Laki-laki,"Sorong, 13/11/2004",2022,MA Swasta Al-Azhar Sorong
CM000683,1800724162,8171802455699349,Yuni Suryadi,yuni.suryadi8424@gmail.com,87760624126,Hindu,"Jl. Sudirman No.183, RT 12/RW 04, Ambon, Maluku",Perempuan,"Ambon, 14/01/2004",2022,SMK Swasta Harapan Bangsa Ambon
CM000686,9446562390,1402866140937433,Rina Iskandar,rina.iskandar7208@gmail.com,85513571421,Islam,"Jl. Pahlawan No.139, RT 10/RW 10, Bengkalis, Riau",Perempuan,"Bengkalis, 20/07/2004",2022,SMA Negeri 21 Bengkalis
CM000693,2739393473,3375586221038421,Wahyu Lestari,wahyu.lestari7523@gmail.com,89588048131,Islam,"Jl. Teuku Umar No.99, RT 20/RW 04, Pekalongan, Jawa Tengah",Laki-laki,"Pekalongan, 19/04/2004",2021,SMA Negeri Muhammadiyah Pekalongan
CM000702,8718875157,3373593885792191,Widya Oktaviani,widya.oktaviani3384@gmail.com,89750592393,Islam,"Jl. Gatot Subroto No.1, RT 07/RW 04, Salatiga, Jawa Tengah",Perempuan,"Salatiga, 09/04/2003",2022,SMKN 19 Salatiga
CM000703,2387588593,1274159944920529,Willy Sihombing,willy.sihombing7759@gmail.com,88270709916,Islam,"Jl. Sudirman No.121, RT 12/RW 03, Tebing Tinggi, Sumatera Utara",Laki-laki,"Tebing Tinggi, 10/03/2005",2022,MA Negeri 2 Tebing Tinggi
CM000719,1349760546,7371993887479094,Erwin Soetomo,erwin.soetomo7312@gmail.com,89732670856,Islam,"Jl. Sudirman No.14, RT 18/RW 03, Makassar, Sulawesi Selatan",Laki-laki,"Makassar, 06/01/2003",2022,SMK Swasta Muhammadiyah Makassar
CM000721,3296157615,1273208047059420,Bagas Nugroho,bagas.nugroho3551@gmail.com,88208319063,Katolik,"Jl. Soekarno Hatta No.172, RT 19/RW 10, Binjai, Sumatera Utara",Laki-laki,"Binjai, 21/02/2003",2022,SMK Negeri 6 Binjai
CM000723,9895633670,5108966317165992,Guntur Sihombing,guntur.sihombing5436@gmail.com,87800011842,Islam,"Jl. Sudirman No.161, RT 12/RW 07, Karangasem, Bali",Laki-laki,"Karangasem, 04/12/2003",2022,SMK Swasta 16 Karangasem
CM000729,4690778062,6474482029246868,Citra Nasution,citra.nasution7038@gmail.com,88174733558,Islam,"Jl. Imam Bonjol No.180, RT 17/RW 03, Bontang, Kalimantan Timur",Perempuan,"Bontang, 02/11/2004",2022,SMA Negeri 23 Bontang
CM000730,8927747899,8101500050142582,Elsa Halim,elsa.halim3192@gmail.com,89886594419,Islam,"Jl. Cut Nyak Dien No.134, RT 11/RW 08, Maluku Tengah, Maluku",Perempuan,"Maluku Tengah, 18/04/2004",2022,SMK Swasta 17 Maluku Tengah
CM000734,7394146197,3274670778545198,Indah Septiani,indah.septiani4747@gmail.com,81974546217,Islam,"Jl. Imam Bonjol No.66, RT 05/RW 08, Cirebon, Jawa Barat",Perempuan,"Cirebon, 21/04/2005",2022,MA Negeri 9 Cirebon
CM000738,2017890781,3278161662451487,Hani Wahyudi,hani.wahyudi360@gmail.com,83125720337,Islam,"Jl. Brigjen Katamso No.132, RT 04/RW 03, Tasikmalaya, Jawa Barat",Perempuan,"Tasikmalaya, 24/09/2003",2022,SMKN Kartini Tasikmalaya
CM000739,4425274496,3174530897949227,Indah Puspitasari,indah.puspitasari3398@gmail.com,85847343478,Islam,"Jl. RE. Martadinata No.22, RT 15/RW 03, Jakarta Selatan, DKI Jakarta",Perempuan,"Jakarta Selatan, 25/12/2004",2022,SMKN Nusantara Jakarta Selatan
CM000743,3501991083,1401542810418917,Surya Sulistyowati,surya.sulistyowati1263@gmail.com,85805356356,Islam,"Jl. Teuku Umar No.153, RT 15/RW 02, Kampar, Riau",Laki-laki,"Kampar, 13/10/2005",2022,MA Negeri 7 Kampar
CM000755,8239047030,3573169709648052,Zainal Gunawan,zainal.gunawan157@gmail.com,81180509333,Islam,"Jl. Soekarno Hatta No.155, RT 05/RW 03, Malang, Jawa Timur",Laki-laki,"Malang, 02/01/2006",2021,SMKN 15 Malang
CM000759,977632507,1371915897202443,Bagas Wardana,bagas.wardana614@gmail.com,87730257480,Islam,"Jl. Cut Nyak Dien No.106, RT 02/RW 06, Padang, Sumatera Barat",Laki-laki,"Padang, 25/05/2007",2021,MA Negeri Kartini Padang
CM000760,8649179842,1871356236043948,Maya Pamungkas,maya.pamungkas9035@gmail.com,81113178890,Islam,"Jl. Tentara Pelajar No.51, RT 03/RW 01, Bandar Lampung, Lampung",Perempuan,"Bandar Lampung, 23/10/2007",2020,MAN Cendekia Bandar Lampung
CM000762,937212347,1272558068214660,Eka Suharto,eka.suharto4120@gmail.com,83800115123,Islam,"Jl. RE. Martadinata No.186, RT 01/RW 06, Pematangsiantar, Sumatera Utara",Perempuan,"Pematangsiantar, 02/08/2003",2022,SMK Swasta Muhammadiyah Pematangsiantar
CM000773,680166388,5102886674397517,Rina Salim,rina.salim2341@gmail.com,82393097027,Kristen,"Jl. Pemuda No.60, RT 04/RW 03, Badung, Bali",Perempuan,"Badung, 13/03/2005",2022,MA Swasta 12 Badung
CM000779,6787346704,1274643294895340,Tika Handayani,tika.handayani5864@gmail.com,89505350988,Islam,"Jl. Diponegoro No.3, RT 01/RW 04, Tebing Tinggi, Sumatera Utara",Perempuan,"Tebing Tinggi, 17/03/2005",2022,MA Swasta 20 Tebing Tinggi
CM000781,4281797504,1871689832826889,Cahaya Pratama,cahaya.pratama6225@gmail.com,85504069982,Islam,"Jl. Gatot Subroto No.19, RT 06/RW 02, Bandar Lampung, Lampung",Perempuan,"Bandar Lampung, 24/02/2004",2022,SMAN Ahmad Dahlan Bandar Lampung
CM000783,1882177807,7308792324283805,Zara Ardiansyah,zara.ardiansyah2089@gmail.com,83158036649,Islam,"Jl. Veteran No.177, RT 15/RW 05, Bone, Sulawesi Selatan",Perempuan,"Bone, 09/12/2005",2022,MA Swasta Cendekia Bone
CM000786,6244172013,3202612310202780,Gita Sudirman,gita.sudirman5923@gmail.com,81551034230,Islam,"Jl. MT. Haryono No.198, RT 12/RW 06, Sukabumi, Jawa Barat",Perempuan,"Sukabumi, 02/04/2004",2022,MA Swasta Harapan Bangsa Sukabumi
CM000789,1752052854,5272267680596742,Zara Kusuma,zara.kusuma7236@gmail.com,85852482019,Islam,"Jl. Veteran No.194, RT 05/RW 05, Bima, Nusa Tenggara Barat",Perempuan,"Bima, 07/12/2003",2022,SMAN Muhammadiyah Bima
CM000791,6906537538,1471435783811806,Bunga Wibowo,bunga.wibowo5133@gmail.com,81372570073,Islam,"Jl. Raya Utama No.113, RT 09/RW 05, Pekanbaru, Riau",Perempuan,"Pekanbaru, 24/12/2004",2022,SMK Negeri 21 Pekanbaru
CM000792,8986094784,7371700664411514,Ika Wijaya,ika.wijaya99@gmail.com,81531955200,Islam,"Jl. Imam Bonjol No.133, RT 05/RW 03, Makassar, Sulawesi Selatan",Perempuan,"Makassar, 27/04/2004",2022,MA Negeri Insan Kamil Makassar
CM000794,9142603225,3673772014162360,Gita Mulyadi,gita.mulyadi795@gmail.com,85506616042,Kristen,"Jl. Pemuda No.12, RT 13/RW 10, Serang, Banten",Perempuan,"Serang, 22/01/2005",2022,SMA Swasta Harapan Bangsa Serang
CM000800,8189675782,1273383850076976,Kartika Manurung,kartika.manurung5710@gmail.com,82250983369,Katolik,"Jl. Gatot Subroto No.190, RT 13/RW 04, Binjai, Sumatera Utara",Perempuan,"Binjai, 14/02/2004",2022,SMA Swasta 23 Binjai
CM000801,7088986087,1272435030088243,Aldi Putranto,aldi.putranto8174@gmail.com,81672861049,Islam,"Jl. Raya Utama No.53, RT 15/RW 10, Pematangsiantar, Sumatera Utara",Laki-laki,"Pematangsiantar, 23/05/2004",2022,SMA Swasta 22 Pematangsiantar
CM000807,2679490088,7372048776812677,Danang Handayani,danang.handayani1194@gmail.com,88119758475,Islam,"Jl. Sudirman No.196, RT 05/RW 03, Parepare, Sulawesi Selatan",Laki-laki,"Parepare, 01/12/2004",2022,MA Swasta Plus Parepare
CM000809,1034083085,8101102947196125,Bhanu Budiman,bhanu.budiman9912@gmail.com,89548415612,Kristen,"Jl. Hayam Wuruk No.104, RT 15/RW 09, Maluku Tengah, Maluku",Laki-laki,"Maluku Tengah, 04/07/2003",2022,SMKN 8 Maluku Tengah
CM000819,6268419996,3574365371844065,Surya Nasution,surya.nasution5691@gmail.com,82262541846,Islam,"Jl. RE. Martadinata No.192, RT 13/RW 04, Probolinggo, Jawa Timur",Laki-laki,"Probolinggo, 17/02/2005",2022,SMK Negeri 24 Probolinggo
CM000822,1242889107,3672954310363506,Denny Siregar,denny.siregar5391@gmail.com,89566357397,Islam,"Jl. Diponegoro No.84, RT 20/RW 01, Cilegon, Banten",Laki-laki,"Cilegon, 02/04/2005",2022,SMAN 18 Cilegon
CM000826,7322835793,3674104388930268,Lutfi Suryadi,lutfi.suryadi7454@gmail.com,89792872301,Islam,"Jl. Cut Nyak Dien No.138, RT 03/RW 04, Tangerang Selatan, Banten",Laki-laki,"Tangerang Selatan, 17/01/2003",2022,SMA Swasta 22 Tangerang Selatan
CM000833,7230034962,3202141982603274,Rina Suryadi,rina.suryadi7841@gmail.com,81442411280,Islam,"Jl. Merdeka No.192, RT 12/RW 06, Sukabumi, Jawa Barat",Perempuan,"Sukabumi, 10/09/2005",2022,MAN 8 Sukabumi
CM000838,1434651161,3174238921015086,Leo Hartono,leo.hartono7695@gmail.com,87856274713,Islam,"Jl. Diponegoro No.189, RT 08/RW 09, Jakarta Selatan, DKI Jakarta",Laki-laki,"Jakarta Selatan, 12/08/2003",2022,SMA Negeri Unggulan Jakarta Selatan
CM000846,8376475570,3671166156260776,Dwi Kusuma,dwi.kusuma1750@gmail.com,85739813525,Hindu,"Jl. MT. Haryono No.60, RT 09/RW 06, Tangerang, Banten",Laki-laki,"Tangerang, 02/03/2005",2022,SMKN Islam Terpadu Tangerang
CM000848,5720810312,3471294362192104,Lina Prasetyo,lina.prasetyo8330@gmail.com,81571370372,Islam,"Jl. Soekarno Hatta No.15, RT 04/RW 01, Yogyakarta, DI Yogyakarta",Perempuan,"Yogyakarta, 08/03/2004",2022,MA Negeri 20 Yogyakarta
CM000854,6827539113,1472507632695153,Jenny Nugroho,jenny.nugroho9996@gmail.com,85527030510,Islam,"Jl. Pahlawan No.90, RT 10/RW 05, Dumai, Riau",Perempuan,"Dumai, 04/08/2003",2022,MA Negeri 11 Dumai
CM000863,9807332832,1471727868150972,Mirza Kurniawan,mirza.kurniawan6196@gmail.com,81330757103,Islam,"Jl. Gatot Subroto No.77, RT 09/RW 10, Pekanbaru, Riau",Laki-laki,"Pekanbaru, 15/07/2004",2022,SMKN 7 Pekanbaru
CM000866,6951506214,5272937810831054,Hani Suharto,hani.suharto605@gmail.com,89506299527,Islam,"Jl. Hayam Wuruk No.56, RT 03/RW 08, Bima, Nusa Tenggara Barat",Perempuan,"Bima, 18/12/2004",2022,MA Swasta Hasanuddin Bima
CM000869,9543280800,5203341475806539,Raka Hermawan,raka.hermawan4943@gmail.com,85869821999,Islam,"Jl. Panglima Besar No.128, RT 14/RW 04, Sumbawa, Nusa Tenggara Barat",Laki-laki,"Sumbawa, 09/04/2005",2022,SMK Swasta Muhammadiyah Sumbawa
CM000871,2198123409,3401611808827494,Priska Suharto,priska.suharto3614@gmail.com,89670014707,Islam,"Jl. Ahmad Yani No.157, RT 01/RW 06, Kulon Progo, DI Yogyakarta",Perempuan,"Kulon Progo, 01/01/2005",2022,SMK Swasta Al-Azhar Kulon Progo
CM000878,934572136,6474766250510395,Tari Azzahra,tari.azzahra3308@gmail.com,88113038268,Islam,"Jl. Panglima Besar No.112, RT 10/RW 10, Bontang, Kalimantan Timur",Perempuan,"Bontang, 27/11/2004",2022,SMK Swasta 2 Bontang
CM000882,2646464714,1172239100178236,Bagas Hidayat,bagas.hidayat5454@gmail.com,81654041973,Islam,"Jl. Imam Bonjol No.139, RT 10/RW 08, Lhokseumawe, Aceh",Laki-laki,"Lhokseumawe, 03/05/2005",2022,MA Negeri 11 Lhokseumawe
CM000904,5416613133,3171658829450070,Annisa Soetomo,annisa.soetomo5788@gmail.com,85580118464,Islam,"Jl. Sudirman No.107, RT 09/RW 02, Jakarta Pusat, DKI Jakarta",Perempuan,"Jakarta Pusat, 11/09/2004",2022,SMAN 1 Jakarta Pusat
CM000911,9690533198,3173440244687642,Agus Halim,agus.halim2045@gmail.com,87835636904,Islam,"Jl. RE. Martadinata No.179, RT 15/RW 06, Jakarta Barat, DKI Jakarta",Laki-laki,"Jakarta Barat, 11/08/2005",2022,SMA Negeri 20 Jakarta Barat
CM000914,9516274003,3202416591124811,Vivi Siregar,vivi.siregar5734@gmail.com,85784324469,Islam,"Jl. Pemuda No.112, RT 13/RW 10, Sukabumi, Jawa Barat",Perempuan,"Sukabumi, 02/08/2004",2020,SMA Negeri 25 Sukabumi
CM000932,1963543264,5108768447385739,Dedy Siregar,dedy.siregar6853@gmail.com,81309907246,Islam,"Jl. Panglima Besar No.52, RT 19/RW 01, Karangasem, Bali",Laki-laki,"Karangasem, 19/08/2004",2022,SMA Swasta Terpadu Karangasem
CM000936,3881272297,8171700118123606,Ummu Pratama,ummu.pratama1902@gmail.com,89755682479,Islam,"Jl. Pahlawan No.119, RT 09/RW 10, Ambon, Maluku",Perempuan,"Ambon, 22/01/2005",2022,MA Negeri Insan Kamil Ambon
CM000939,6867268426,1275879746109095,Rizky Hasan,rizky.hasan8472@gmail.com,81685220622,Kristen,"Jl. MT. Haryono No.96, RT 04/RW 01, Medan, Sumatera Utara",Laki-laki,"Medan, 26/08/2005",2022,SMKN 12 Medan
CM000946,5739606773,3402655582729893,Uswah Kusuma,uswah.kusuma5830@gmail.com,85786577757,Islam,"Jl. RE. Martadinata No.29, RT 10/RW 08, Bantul, DI Yogyakarta",Perempuan,"Bantul, 06/09/2005",2022,MA Negeri Ahmad Dahlan Bantul
CM000956,140736472,9407618591541211,Kevin Gunawan,kevin.gunawan5562@gmail.com,81592762532,Islam,"Jl. Soekarno Hatta No.28, RT 20/RW 08, Mimika, Papua",Laki-laki,"Mimika, 02/08/2005",2022,SMK Negeri 14 Mimika
CM000984,7532221236,1271851022753740,Maya Anggraini,maya.anggraini4918@gmail.com,83181327567,Katolik,"Jl. Ahmad Yani No.176, RT 13/RW 05, Sibolga, Sumatera Utara",Perempuan,"Sibolga, 12/02/2005",2022,SMA Negeri 5 Sibolga
CM000985,4006763916,1272328980932994,Prima Nugraha,prima.nugraha9980@gmail.com,89918525220,Islam,"Jl. MT. Haryono No.76, RT 19/RW 04, Pematangsiantar, Sumatera Utara",Laki-laki,"Pematangsiantar, 08/02/2003",2022,MAN 4 Pematangsiantar
CM000986,1328203022,3374852040137158,Sandi Lubis,sandi.lubis2391@gmail.com,89807945903,Islam,"Jl. Sisingamangaraja No.51, RT 11/RW 06, Semarang, Jawa Tengah",Laki-laki,"Semarang, 04/03/2003",2022,SMKN 24 Semarang
CM001000,4358997376,1402005790351049,Galih Kusuma,galih.kusuma914@gmail.com,88112577859,Islam,"Jl. Pemuda No.173, RT 10/RW 02, Bengkalis, Riau",Laki-laki,"Bengkalis, 16/10/2003",2022,MA Swasta Harapan Bangsa Bengkalis
